index,Input,Sentiment,anger,fear,joy,love,sadness,surprise,connotation
434,i feel angered by this and confused on how she could remarry already and especially to my father s own brother,anger,1,0,0,0,0,0,0
943,i feel like it looks gorgeous with curls so instead of making the full transition i ended up getting extremely natural red lowlights on the bottom section of my hair,joy,0,0,1,0,0,0,1
1682,i think im making up for feeling like i missed autumn and its great colours,sadness,0,0,0,0,1,0,0
9153,i would practice holding your hand using mine feeling the joints where you can feel my caring love but tight enough for you to know that i am never letting go,love,0,0,0,1,0,0,1
3353,i could before the actual thing and then if i still couldn t figure out if i d feel embarrassed not knowing how to get in line or how to get a drink or where to park my car or whatever i just wouldn t go,sadness,0,0,0,0,1,0,0
10883,i love how i feel i feel satisfied without feeling bloated or lethargic,joy,0,0,1,0,0,0,1
850,i believe just imagining what it would be like to act live in front of an audience will make me feel joyful,joy,0,0,1,0,0,0,1
5970,i feel dumb putting so much thought to such a stupid little thing but its getting to me,sadness,0,0,0,0,1,0,0
12445,i understood somewhere in my heart his feeling of decite and abandonment of all hope for ever trusting me again,joy,0,0,1,0,0,0,1
8794,i just feel more comfortable and i feel like im not in it alone sure he doesnt express his love much but his tiny actions make up for it,joy,0,0,1,0,0,0,1
2878,im feeling suitably annoyed by the panel and its time to get you a recipe for these previously deemed unworthy treats,anger,1,0,0,0,0,0,0
9232,i feel a bit helpless but its good in terms of her having to step up to the plate to get herself ready,sadness,0,0,0,0,1,0,0
4397,i was thinking about how you all were watching general conference and i was feeling a bit jealous,anger,1,0,0,0,0,0,0
147,ive been having more frequent hot flashes throughout the day sometimes and im starting to feel just a tender touch of achy pain in one spot in my back which i hope isnt another new bone tumor metastasis,love,0,0,0,1,0,0,1
1973,i found myself feeling a bit shamed defensive and excluded,sadness,0,0,0,0,1,0,0
1239,i feel happy about the outcome of this long election and im glad its over,joy,0,0,1,0,0,0,1
1010,im feeling too tortured to write today,fear,0,1,0,0,0,0,0
10184,i feel brave about anything its sharing the road with drivers that shouldnt really be out there,joy,0,0,1,0,0,0,1
9310,i am normally very able to express how i feel particularly when im excited or happy,joy,0,0,1,0,0,0,1
696,im feeling a combination of terrified and relieved,fear,0,1,0,0,0,0,0
5168,i now feel everythings been resolved were psychically galvanised and prepared to wrestle the world to the ground,joy,0,0,1,0,0,0,1
2181,i believe in luck and when luck is not on my side i feel beaten and sometimes upset,sadness,0,0,0,0,1,0,0
114,i always feel troubled when we re on the road touring living in a van or more recently in the circus buses no place to hang my hat as the song lyric has it,sadness,0,0,0,0,1,0,0
1109,i also have a niggling feeling that im getting complacent in my abilities,joy,0,0,1,0,0,0,1
14672,i show my temper to my parents i feel very regretful for hurting them,sadness,0,0,0,0,1,0,0
14198,i was feeling a bit pathetic and sorry for myself,sadness,0,0,0,0,1,0,0
607,i listen to the advice of my eating disorder will i actually feel better,joy,0,0,1,0,0,0,1
5239,im feeling on the mellow side today,joy,0,0,1,0,0,0,1
108,i do feel completely isolated,sadness,0,0,0,0,1,0,0
5703,i dont know how to explain it very well its like i am happily bobbing along exploring an abstract universe all on my own but when i make contact with something i get excited and happy and i feel satisfied like ive formed a special bond with whatever ive encountered,joy,0,0,1,0,0,0,1
6,i felt anger when at the end of a telephone call,anger,1,0,0,0,0,0,0
7084,i was flipping through my fifth grade yearbook feeling that sense of nostalgia that anyone would if they were looking at their innocent though year old self,joy,0,0,1,0,0,0,1
1218,i feel spiritually invigorated if physically tired,joy,0,0,1,0,0,0,1
15818,i was feeling glad,joy,0,0,1,0,0,0,1
7928,i am concerned that my gut feeling about not dropping aol that quickly about not trusting verizon was not just paranoia,joy,0,0,1,0,0,0,1
14974,i feel lethargic and overheated all the time,sadness,0,0,0,0,1,0,0
12155,ive not used elvive for years and i admit to feeling a bit naughty having strayed from an sls free formula,love,0,0,0,1,0,0,1
3919,i didnt expected to be that much addicted to the nicotine before ive experienced all withdrawal symptoms feeling irritable and so stressed going mad with cravings inability to concentrate dry mouth trouble sleeping i wake up every night at a,anger,1,0,0,0,0,0,0
11114,i cannot stop listening to feel the other cool thing about this album is the embossed feather on the cover i know you cannot see it in the picture thanks camera,joy,0,0,1,0,0,0,1
9709,i made this i felt some relief from the fear and anxiety but i started feeling pissed again with a whole new set of memories,anger,1,0,0,0,0,0,0
9056,i feel relieved and ready to move on to the next series of challenges that life has to offer,joy,0,0,1,0,0,0,1
10447,i still end up feeling a bit dazed from sheer sensory overload after spending an extended time in a very crowded area but today it wasnt too bad and the good company more than made up for it,surprise,0,0,0,0,0,1,1
613,i am feeling like something sweet there is always fruit,love,0,0,0,1,0,0,1
13188,i even cry over you when you never once made me feel happy for a whole day,joy,0,0,1,0,0,0,1
5164,i have learned so much with him even now i still learn new things about rabbits i feel you always keep learning about them being amazed by them,surprise,0,0,0,0,0,1,1
4820,i am feeling inspired to write a parody piece but not today as i have been in too much of a bad mood,joy,0,0,1,0,0,0,1
7555,i know what god has said about stuff and yet right now i am beginning to feel anxious about it,fear,0,1,0,0,0,0,0
15518,i feel honoured to be asked thanks a href http doodlesandscrapsofme,joy,0,0,1,0,0,0,1
8105,i strongly feel that these are valuable human resources who could actually take the state in the virtuous cycle of development growth prosperity and general well being,joy,0,0,1,0,0,0,1
14730,i feel i m getting distracted and not real,anger,1,0,0,0,0,0,0
984,i feel like i have an ugly duck face when i see him,sadness,0,0,0,0,1,0,0
15625,i was feeling depressed before i went for this jog,sadness,0,0,0,0,1,0,0
13668,i feel that way but yeah i do have a problem in trusting especially guys,joy,0,0,1,0,0,0,1
533,i feel fine now even though ive just burned the dinner oops,joy,0,0,1,0,0,0,1
13471,i feel happy and grateful to you all,joy,0,0,1,0,0,0,1
9387,i feel like i m in some weird limbo between childhood and adulthood,fear,0,1,0,0,0,0,0
6675,i fucking love christmas so i ve compiled a list of fun things going on in the ol smoke to get you feeling festive,joy,0,0,1,0,0,0,1
1191,i feel satisfied with one viewing for the moment,joy,0,0,1,0,0,0,1
12111,i also know on certain days when im feeling crappy its only because i didnt bring enough cigarettes,sadness,0,0,0,0,1,0,0
5342,i can still feel all my muscles aching,sadness,0,0,0,0,1,0,0
3437,i feel so blessed now that i think something tragic is going to happen to me in the future huhuhu see i m still battling that thinking positive thing,joy,0,0,1,0,0,0,1
142,i am feeling apprehensive about it but also wildly excited,fear,0,1,0,0,0,0,0
13937,my boyfriend with whom i had a longlasting relationship,sadness,0,0,0,0,1,0,0
11257,i do think we have a decent scheme worked out which will be generous enough to provide the average player with plenty of free experience without forcing them to feel crappy and that they have to pay to get an enjoyable game,sadness,0,0,0,0,1,0,0
6763,i honestly feel is almost tragic,sadness,0,0,0,0,1,0,0
1026,i have not conducted a survey but it is quite likely that many of them feel as assaulted by onel s demons and other creators as i would have felt had the walls been covered only with eminent figures patriotic heroes and epic deeds,sadness,0,0,0,0,1,0,0
5798,getting a low grade on my physics midterm,anger,1,0,0,0,0,0,0
2876,i have never done anything to make her cry or want her to cry but after four months i feel a little strange i have never seen that side of her,fear,0,1,0,0,0,0,0
12592,i tend to keep my mouth shut because im not well enough informed but when it comes to public education i can speak what i feel because thats one topic im passionate about and do my best to keep up with,joy,0,0,1,0,0,0,1
6636,im not feeling obnoxious with myself anymore,anger,1,0,0,0,0,0,0
38,im feeling very peaceful about our wedding again now after having,joy,0,0,1,0,0,0,1
24,i already feel like i fucked up though because i dont usually eat at all in the morning,anger,1,0,0,0,0,0,0
1491,i went to bed feeling less anxious and nervous than i had before that call and for that i was thankful,fear,0,1,0,0,0,0,0
14741,i actually feel frightened of people here right now,fear,0,1,0,0,0,0,0
192,i feel im like a bird flying in the air in a very carefree manner,joy,0,0,1,0,0,0,1
7762,im feeling irritable and sick,anger,1,0,0,0,0,0,0
8060,i was a tad more jaded stopping the booth rep from reciting his memorized spiel by mentioning that i had been following the unit for a year but came away feeling pretty impressed,surprise,0,0,0,0,0,1,1
75,i feel in perfect height or just height threads picture images,joy,0,0,1,0,0,0,1
11106,i am going to add some photos from today and again thank you all for your dear support when i was feeling overwhelmed at different moments,fear,0,1,0,0,0,0,0
7918,i want to be able to have someone stop by on a whim and not have to feel ashamed of the and a half inches of dust on my shelves and tv stand,sadness,0,0,0,0,1,0,0
9359,i have had a few days off work and i am feeling very relaxed and lucky to share and enjoy them with my hubby,joy,0,0,1,0,0,0,1
2735,i can genuinely say from the bottom of my heart that i feel absolutely thankful,joy,0,0,1,0,0,0,1
160,i didnt want to feel outcasted as the uptight religious mormon girl nor did i want to feel like i had to remind everyone i did not drink smoke or wear short dresses,fear,0,1,0,0,0,0,0
4169,i dont feel as carefree as i used to and this worrys me a tad,joy,0,0,1,0,0,0,1
9412,im feeling pretty miserable and sorry for myself,sadness,0,0,0,0,1,0,0
809,i didnt think that it would come that fast or would come at all but i suppose it is because i feel cranky today,anger,1,0,0,0,0,0,0
13698,i kneels in front of the bed and lower his head above the older man s crotch and ni ya is surprised to feel tender kisses planted on his hips and inner thighs,love,0,0,0,1,0,0,1
583,i feel hated loathed,sadness,0,0,0,0,1,0,0
12479,im sure there are plenty of lovely parties going on but im not feeling very sociable whats new,joy,0,0,1,0,0,0,1
12956,i feel the need to write even though i really have nothing important to say,joy,0,0,1,0,0,0,1
53,i everyone this will be a bit of a brief post as ive got a stinking cold at the moment and am feeling very very crappy but i have another page done on,sadness,0,0,0,0,1,0,0
1612,i needed some space i needed to grow i was in the midst of some serious change and ok yes they had also hurt my feelings pretty badly and i was a bit spiteful,anger,1,0,0,0,0,0,0
198,i receive every month make me proud and feel appreciative,joy,0,0,1,0,0,0,1
592,i didn t think that it would come that fast or would come at all but i suppose it is because i feel cranky today,anger,1,0,0,0,0,0,0
13589,i feel i must remain faithful too,joy,0,0,1,0,0,0,1
13490,i feel like i have to pee already just thinking about this thing poking at my g spot but i m determined to find a stimulation method i enjoy,joy,0,0,1,0,0,0,1
1805,i feel a bit bitchy today lt take a look its free and it doesnt concern you so i was reading the critics for mamma mia,anger,1,0,0,0,0,0,0
1982,i feel like the world is just being bitter and cold but its degrees out sunny and bold something went a rye before early tea time and i cant figure it out yet,anger,1,0,0,0,0,0,0
584,i picked up feeling a little apprehensive,fear,0,1,0,0,0,0,0
7871,i thought of my peers lacking of a few months or a year to vote feeling hopeless as they watch the news and with every click of the refresh button last night,sadness,0,0,0,0,1,0,0
2962,i am feeling hmmmmm melancholy,sadness,0,0,0,0,1,0,0
203,i contributed my ideas and opinions during discussions and i feel that i contributed ideas that were valued and taken into consideration,joy,0,0,1,0,0,0,1
768,im feeling lousy i may dismiss a gorgeous day if im feeling bright and cheerful then the most dreary of days becomes tolerable,sadness,0,0,0,0,1,0,0
4792,i wasn t motivated i was tired and my guilt was making me feel worthless,sadness,0,0,0,0,1,0,0
5300,i feel studying and doing homework again after weeks of holidays target blank img title stumbleupon class ssba alt stumbleupon src http www,sadness,0,0,0,0,1,0,0
7065,i feel that the names also reflect on the person as to how dignified it comes together or not dudley dursley cornelius fudge minerva mcgonnagall neville longbottom peter pettigrew oliver wood,joy,0,0,1,0,0,0,1
13750,i feel affectionate toward the friends ive made online and admire their spirits and talents,love,0,0,0,1,0,0,1
12608,i feel sure the kremlin wants them to turn suicide bombers just so they can crack down as with the chechens or the cia saudi trained afghan mujahedin before them,joy,0,0,1,0,0,0,1
14643,i would imagine someone to have achieved much more yet i feel no desire to reach out towards the greedy hands and caretakers and give them my sand from the hourglass of mine,anger,1,0,0,0,0,0,0
9204,i forgot to take my meds this morning and i am predictably feeling irritable but less predictably i have been sitting here all day thinking ima kill a bitch if i dont get my hands on a chocolate cupcake,anger,1,0,0,0,0,0,0
5214,i don t know how it works but asking for divine assistance certainly makes us feel more graceful even when our situation remains the same,joy,0,0,1,0,0,0,1
10533,i love the snow lol it just makes everything feel so tranquil,joy,0,0,1,0,0,0,1
12023,i feel super lucky to have been able to visit it was definitely an unforgettable part of our trip,joy,0,0,1,0,0,0,1
1173,i feel like i get a lot of questions in my list of search phrases that point people here and sometimes i m awfully disturbed at the things that somehow bring my blog up in a search engine,sadness,0,0,0,0,1,0,0
6437,ive been feeling like i cant put a lot into this because hes not caring about it anyway,love,0,0,0,1,0,0,1
1329,i feel more jaded,sadness,0,0,0,0,1,0,0
5238,i feel like if i was here long enough i would have my emotions back b c i could either be so stressed out by the people that i cant hide my emotions or that i would have my support back and feeling would be safe again esp without uw school work,anger,1,0,0,0,0,0,0
10817,im feeling today as about how i liked the books when i read them if i made this list tomorrow it would be different,love,0,0,0,1,0,0,1
5356,i feel uncertain about something i will act in a more positive and powerful way,fear,0,1,0,0,0,0,0
5346,i figured out why i feel so crappy and so now i don t feel so crappy because a lot of feeling crappy comes from trying to figure out why certain negative emotions exist especially when my life is pretty damn good most of the time ya,sadness,0,0,0,0,1,0,0
5620,i am the one feeling punished,sadness,0,0,0,0,1,0,0
361,i feel frustrated when i have new music and new lyrics that clearly have nothing to do with each other,anger,1,0,0,0,0,0,0
3157,ive been feeling so anxious and nauseous and tired but also so elated that some nights its all i can do to crawl into bed,fear,0,1,0,0,0,0,0
9436,i remembered seeing these pieces and feeling so impressed by them but seeing them again i was surprised i was blinded by my memories,surprise,0,0,0,0,0,1,1
1447,im sure ill also feel a bit nervous,fear,0,1,0,0,0,0,0
8713,i often feel overwhelmed with all of the office and administration work required of the teacher,fear,0,1,0,0,0,0,0
3224,i will confess to you i have had moments of feeling overwhelmed and ill admit being a bit melancholy,fear,0,1,0,0,0,0,0
9063,i have gradually morphed into someone who feels superior when other peoples kids complain about dinner or dont want to eat their zucchini or are allowed to eat pop tarts or sugary cereal or white bread for breakfast,joy,0,0,1,0,0,0,1
3179,i feel strange with the judge passing sentence in such a manner,surprise,0,0,0,0,0,1,1
15151,im feeling adventurous i use his ideas as my own,joy,0,0,1,0,0,0,1
6103,i love that i feel valuable i love making the choice i love that it s easy to make the choice to feel good,joy,0,0,1,0,0,0,1
7696,i feel vaguely frustrated with the extent that thoughts about cycling invade the space in my mind,anger,1,0,0,0,0,0,0
916,i feel like that i should be loyal to microsoft for the rest of my life now,love,0,0,0,1,0,0,1
15599,i feel triumphant and such,joy,0,0,1,0,0,0,1
6741,i told him how he has been making me feel unimportant and insignificant,sadness,0,0,0,0,1,0,0
2872,i feel crazily indecisive impulsive just in a,fear,0,1,0,0,0,0,0
1419,i feel like im so fucking loyal i would never do that to my boyfriend so why am i settling for someone who doesnt have the same values,love,0,0,0,1,0,0,1
9694,i am a christian and appreciate the points but i do feel it would be rejected by those who do not believe,sadness,0,0,0,0,1,0,0
1941,i do not and they see that nice words keep a heart feeling wonderful,joy,0,0,1,0,0,0,1
1637,i just got back from another miler faster than yesterday and im feeling amazing,surprise,0,0,0,0,0,1,1
13263,i feel so incredibly blessed especially during the hectic exam period,joy,0,0,1,0,0,0,1
2500,i feel we should not be threatened by the idea of caring and should care far more often,fear,0,1,0,0,0,0,0
910,i know what you feel like that when fake ones come i reject them without even knowing who you are,sadness,0,0,0,0,1,0,0
506,i feel somewhat fake in the group,sadness,0,0,0,0,1,0,0
2801,i told you i never wanted you to rot in hell and most of the time i wished i was just less stupid and clumsy so that you will never ever feel unhappy,sadness,0,0,0,0,1,0,0
9510,i feel annoyed img class aligncenter size full wp image src http mrdanbaird,anger,1,0,0,0,0,0,0
8615,i feel it is always important to have a career plan if i am not aiming towards something then i am not growing and developing new skills,joy,0,0,1,0,0,0,1
14258,i sat in the dark of my room for a few minutes trying to figure out if i should feel offended or whether i should heed the advice,anger,1,0,0,0,0,0,0
10746,i know i shouldn t compare the relationships but i feel we are so disadvantaged and kept kiddy,sadness,0,0,0,0,1,0,0
12184,ive been slowly working on my london zine but havent been feeling super inspired,joy,0,0,1,0,0,0,1
802,i feel very tender for anyone who is upset by the bee movie sort of like how you feel about old aunts who dont realize how prickly their whiskers are getting slightly repulsed but very sad for their decline,love,0,0,0,1,0,0,1
6049,i love the response i get from the students and it is such a good feeling when someone who is obviously shy comes and talks to you even if their english isnt great,fear,0,1,0,0,0,0,0
7514,i feel when i recall fond memories of trips spending time with family,love,0,0,0,1,0,0,1
699,i cant find it and yet i feel that i am longing for something,love,0,0,0,1,0,0,1
36,i have been feeling the need to be creative,joy,0,0,1,0,0,0,1
12630,i can still feel my legs and they get so cold,anger,1,0,0,0,0,0,0
8797,i had on my plate without the stress of feeling completely overwhelmed,surprise,0,0,0,0,0,1,1
11861,i cant help but feel a bi jealous of their professional organization good support system and comfortable living situation,anger,1,0,0,0,0,0,0
7661,im feeling really good about it,joy,0,0,1,0,0,0,1
3265,i am living a joyful life and i feel this divine beings as part of my daily life,joy,0,0,1,0,0,0,1
5185,im feeling a little melancholy tonight kinda like the paint on this door,sadness,0,0,0,0,1,0,0
5042,i even feel that he is still feel gloomy and moody till now,sadness,0,0,0,0,1,0,0
11203,i started to feel resentful of the whole situation and that s when something clicked,anger,1,0,0,0,0,0,0
12928,i remember him feeling discouraged,sadness,0,0,0,0,1,0,0
1147,i have not spent that much time with them but i just don t feel that comfortable there,joy,0,0,1,0,0,0,1
1931,when my last years second semester results came through i was ecstatic,joy,0,0,1,0,0,0,1
14212,i am really not expecting it somehow it made me feel shy but then it s been a while part,fear,0,1,0,0,0,0,0
8474,i know my best friend thinks i m a legend xd she tells me i m hilarious and a badass when most of the time i feel like a wimpy dork,fear,0,1,0,0,0,0,0
3414,i feel ashamed oh how romantic,sadness,0,0,0,0,1,0,0
540,i feel like alcoholism is something that is widely accepted as the norm in gay culture,joy,0,0,1,0,0,0,1
6890,i feel so distraught and sad,fear,0,1,0,0,0,0,0
2242,i have a feeling this month is going to have some damn cool things in store,joy,0,0,1,0,0,0,1
10947,i feel like i shouldnt have even bothered,anger,1,0,0,0,0,0,0
11463,i wont get it for her i tried honestly i did and shes making me feel terrible she makes me feel like the bad guy,sadness,0,0,0,0,1,0,0
15407,i start to see it s a problem when one afternoon i feel so depressed i can t wait the one hour until my friend comes back to talk to her,sadness,0,0,0,0,1,0,0
5132,i still feel a bit overwhelmed,fear,0,1,0,0,0,0,0
2934,i feel graceful and almost mythical,joy,0,0,1,0,0,0,1
6393,im going to be honest with you i feel distraught,fear,0,1,0,0,0,0,0
10967,i know how it feels when i have read someone suffering in pain mentally,sadness,0,0,0,0,1,0,0
1127,i tried adding in any other type of cheese and we re talking small quantities i was right back to feeling shitty,sadness,0,0,0,0,1,0,0
3493,i haul of each to the lava planet and export them down to the space port feeling fairly clever,joy,0,0,1,0,0,0,1
1916,i stand between the two but did not hold off their eye contact this let in one of the wangxuehai feel awkward at that time actually don t know what to say,sadness,0,0,0,0,1,0,0
2048,i do struggle i dont get anxious instead i feel that much more determined to succeed,joy,0,0,1,0,0,0,1
3255,i feel like its not worth trusting him,joy,0,0,1,0,0,0,1
466,i feel so blessed to be a part of your days,joy,0,0,1,0,0,0,1
4077,i first entered the clinic i feel very welcomed by the beautiful ivory themed furnitures because the whole clinic look very clean spacious and professional and the cheerful consultants awaiting for me at the reception with a smile of course,joy,0,0,1,0,0,0,1
235,i need to be able to pursue the creative opportunities i crave without feeling like i m throwing my family under the bus funny how they still want to be fed even when i have a big gig to prepare for,surprise,0,0,0,0,0,1,1
1614,i continue to feel so content about our decision to move here,joy,0,0,1,0,0,0,1
6281,i feel and im irritated by it,anger,1,0,0,0,0,0,0
419,i guess feelings aren t meant to be inhibited or prohibited,fear,0,1,0,0,0,0,0
8200,i feel angry alone unwanted vexed irritable all the time,anger,1,0,0,0,0,0,0
7807,i feel rather sympathetic,love,0,0,0,1,0,0,1
13864,i really like this attempt at being nonbipartisan which i feel is sincere on their part,joy,0,0,1,0,0,0,1
4289,i read her novels to make me feel relaxed,joy,0,0,1,0,0,0,1
1868,i feel funny things happening to my face and all over my body,surprise,0,0,0,0,0,1,1
12406,ive gotten so used to hearing from david all the time i havent heard a lot from him tonight he stayed over last night and as a result im feeling a little paranoid,fear,0,1,0,0,0,0,0
403,i feel like there is no way out being humiliated by asa a guy i was obssessed about who played an embarrassing joke on me getting caught by tabbys wife tabby is a lover i once had who was married and i blindly fell in love with him,sadness,0,0,0,0,1,0,0
916,i remember feeling nervous,fear,0,1,0,0,0,0,0
5936,i no longer feel depressed and am not mad or haven t yet a href http www,sadness,0,0,0,0,1,0,0
9496,i hit the ground i feel daddy let go completely and i get terrified,fear,0,1,0,0,0,0,0
3342,ive got no brothers in the family i feel incredibly blessed to be gifted with sisters who drive me up the wall and who also happens to be the ones who make me feel most comfortable being myself,joy,0,0,1,0,0,0,1
1185,i am feeling a lil bit gloomy,sadness,0,0,0,0,1,0,0
822,i wasn t sure what this gnawing feeling i was having but i was getting agitated sitting around doing nothing,anger,1,0,0,0,0,0,0
11466,i feel funny about saying any of this because the book is selling millions of copies every week and it seems i m the minority in this,surprise,0,0,0,0,0,1,1
2670,i will explain here the areas i feel are vital to a successful experience and then i will pinpoint how i plan to assess those areas,joy,0,0,1,0,0,0,1
3522,im feeling a but of melancholy today a bit of sadness but i also feel that the sadness is ok,sadness,0,0,0,0,1,0,0
3301,i feel ok and go out into the world to work buy food or just go for a walk,joy,0,0,1,0,0,0,1
6526,i am feeling a little overwhelmed but ive been given some amazing tools met some wonderfully creative fun and crazy people and was reminded that i have a voice that has been silent for too long,surprise,0,0,0,0,0,1,1
1145,i wanted to thank them all for giving jordan and myself the chance to be together without any distraction and making us feel so welcomed and loved,joy,0,0,1,0,0,0,1
13510,when india lost the benson and hedges cricket trophy,sadness,0,0,0,0,1,0,0
3395,i feel respected and such,joy,0,0,1,0,0,0,1
3798,i am feeling that it my be a more dangerous task than dancing in a lightening storm with an umbrella,anger,1,0,0,0,0,0,0
15837,i still feel embarrassed when i think about it,sadness,0,0,0,0,1,0,0
11760,i kept quiet feeling a little foolish that i had been too quick to jump into conclusion,sadness,0,0,0,0,1,0,0
6018,i feel may be vital to fiction itself,joy,0,0,1,0,0,0,1
15539,i was feeding morla i started to feel agitated and for no reason,anger,1,0,0,0,0,0,0
6423,i feel that if he hadnt appeared out of nowhere and distracted me i would have noticed the light change and none of this would have happened,anger,1,0,0,0,0,0,0
1582,i woke up feeling pretty rotten from the weekend this morning even though yesterday i felt fine,sadness,0,0,0,0,1,0,0
868,i couldn t turn my head away even when i feel frightened,fear,0,1,0,0,0,0,0
1473,i am just making people upset and feel irritated,anger,1,0,0,0,0,0,0
6784,i kind of like the feeling that i am longing aching for spring,love,0,0,0,1,0,0,1
835,i missed about a month combined of classes and was pretty much bed ridden for months of the semester i feel really amazed that i was able to pass,surprise,0,0,0,0,0,1,1
6960,im just feeling really shitty about life in general now that i want to just write continuously,sadness,0,0,0,0,1,0,0
8694,i feel ecstatic when youre with me mr mrs lightning rod,joy,0,0,1,0,0,0,1
807,i sit here tonight i m pensive tense and feeling a little fearful,fear,0,1,0,0,0,0,0
15734,i still feel this numb feeling after an hour or so,sadness,0,0,0,0,1,0,0
935,i just feel like if i don t suffer to produce something then it s not worthwhile,joy,0,0,1,0,0,0,1
10346,i guess ive heard enough over the two months because each time i hear such comments i honestly feel offended,anger,1,0,0,0,0,0,0
8195,i will give proper praise to the amish for being punctual but feel that i should point out that they have never had to finish a game or tv show before they rushed out the door,anger,1,0,0,0,0,0,0
14940,i started back at work i have to admit that ive been feeling a little overwhelmed,surprise,0,0,0,0,0,1,1
12475,i feel so resentful at the sun for chasing me into the house most of the day,anger,1,0,0,0,0,0,0
8158,i have been home for days now and am in a space that i feel comfortable and comforted in,joy,0,0,1,0,0,0,1
10811,i feel pretty terrified about letting down all those good people kind enough to support my work,fear,0,1,0,0,0,0,0
319,im feeling wonderful these days,joy,0,0,1,0,0,0,1
15935,i feel quite idiotic but whatever,sadness,0,0,0,0,1,0,0
14034,i miss my friends amp feel neglectful,sadness,0,0,0,0,1,0,0
6228,ive been feeling a little frantic recently because our summer together is flying by so quickly,fear,0,1,0,0,0,0,0
9946,i have some great friends who help me deal with my issues because you cant always leave your baggage at the door see offspring feelings you guys know who you are and thanks again for being supportive,love,0,0,0,1,0,0,1
7522,im feeling today i was successful,joy,0,0,1,0,0,0,1
4735,i am feeling all melancholy,sadness,0,0,0,0,1,0,0
8211,i feel defective because i can t,sadness,0,0,0,0,1,0,0
6934,i came to a theory whereby even if you feel that you do not want to hear the truth in the end you would have to face it for my case i had to read it which was a remorseful feeling for me,sadness,0,0,0,0,1,0,0
288,i personalities that can feel pain and suffering,sadness,0,0,0,0,1,0,0
351,im pretty sure and its been about a week and a half so although im feeling kind of betrayed and disillusioned by men at the moment everythings okay,sadness,0,0,0,0,1,0,0
1041,i suppose it all goes along with feeling unwelcome and mostly being shunned,sadness,0,0,0,0,1,0,0
13627,i feel so doubtful about myself ever since i took this job,fear,0,1,0,0,0,0,0
131,i feel like a graph doesnt show the data accurately enough to be useful,joy,0,0,1,0,0,0,1
15328,i feel as though canadians are coming complacent with the workings of our country because of how well weve fared in the recession,joy,0,0,1,0,0,0,1
1014,im alone in this apartment i get this overwhelming feeling like im being watched and that im unwelcome,sadness,0,0,0,0,1,0,0
1927,ive been doing hour weeks and ill get paid for the extra time but i am starting to feel a bit abused they are putting a lot of pressure on me to look after both kids and do all of the cooking and cleaning,sadness,0,0,0,0,1,0,0
142,i still feel sleep deprived she is almost sleeping through the night giving us,sadness,0,0,0,0,1,0,0
11505,i am satisfied with the final installment and feeling a bit melancholy,sadness,0,0,0,0,1,0,0
7724,ive been feeling a little overwhelmed about the whole thing lately but somehow the small step of finding out where my lectures will be has helped a bit,fear,0,1,0,0,0,0,0
2089,i feel that the leader i admired is being selfish,love,0,0,0,1,0,0,1
1597,i see people who physically resemble me i feel confident to strike up conversations with strangers,joy,0,0,1,0,0,0,1
929,i feel so special and when i want mashed potatoes pronto i get mashed potatoes pronto,joy,0,0,1,0,0,0,1
10427,i can tell pms is at work because i feel so weepy,sadness,0,0,0,0,1,0,0
1255,im not constantly horny or always feeling playful,joy,0,0,1,0,0,0,1
7732,im feeling stupid,sadness,0,0,0,0,1,0,0
6454,i feel stupid about my diamond richie mix up,sadness,0,0,0,0,1,0,0
9394,i also feel strange that by the ripe old age of twenty three i want a goddamn life partner,fear,0,1,0,0,0,0,0
14116,i let myself think about my behaviour towards you when we were children i feel a strange mix of guilt and admiration for your resilience,fear,0,1,0,0,0,0,0
14257,i get frustrated with the fact that i don t always feel appreciative for the hand i ve been dealt and for the people i love in life,joy,0,0,1,0,0,0,1
3388,i like the brush a lot but since returning from spain sob and the release of real techniques i started using the expert face brush for my liquid foundation and the sephora mineral powder brush sat at the back of my collection feeling unloved,sadness,0,0,0,0,1,0,0
15450,i could feel this depressed since im always known or labelled to be happy blessed and all,sadness,0,0,0,0,1,0,0
1550,i was feeling clever so i changed the last line to cookies for you,joy,0,0,1,0,0,0,1
5040,i start feeling crappy i just have to toss this on and bam i am singing and dancing and shimmy ing my shoulders just like whitney,sadness,0,0,0,0,1,0,0
3391,i feel so lucky to be nominated for the liebster award,joy,0,0,1,0,0,0,1
9993,i feel so comfortable and happy with without having to be blood related to them,joy,0,0,1,0,0,0,1
1681,i called this ward member and she said that shed been feeling really unhappy today,sadness,0,0,0,0,1,0,0
13440,i am filled with despair when i feel like my quest for beauty isnt respected,joy,0,0,1,0,0,0,1
1877,i can run i can dress up in public for fun and i can be the center of attention without feeling humiliated,sadness,0,0,0,0,1,0,0
1557,i have found this site to be a huge help to keep my in the moment when im feeling stressed or missing drinking,sadness,0,0,0,0,1,0,0
1753,id always been proud of where im coming from but now sometimes i feel im too dorky boring hipster in the wrong way awkward and then i wonder why dont people feel close to me,sadness,0,0,0,0,1,0,0
57,i keep feeling pleasantly surprised at his supportiveness and also his ease in new situations,surprise,0,0,0,0,0,1,1
2766,i suppose that when a magazine is presenting practical tips to their readers its editors feel the need to spice up the article in order to make it seem not so boring,sadness,0,0,0,0,1,0,0
11872,i still feel i have a very long way to go before i can call myself a joyful homemaker,joy,0,0,1,0,0,0,1
